,Disease,Disease Name,Gene
1305,C0019284,Diaphragmatic Hernia,3481
1306,C0019284,Diaphragmatic Hernia,3569
1307,C0019284,Diaphragmatic Hernia,362
1308,C0019284,Diaphragmatic Hernia,3737
1309,C0019284,Diaphragmatic Hernia,3745
1310,C0019284,Diaphragmatic Hernia,3778
1311,C0019284,Diaphragmatic Hernia,4036
1312,C0019284,Diaphragmatic Hernia,4846
1313,C0019284,Diaphragmatic Hernia,4878
1314,C0019284,Diaphragmatic Hernia,64220
1315,C0019284,Diaphragmatic Hernia,6439
1316,C0019284,Diaphragmatic Hernia,6440
1317,C0019284,Diaphragmatic Hernia,652
1318,C0019284,Diaphragmatic Hernia,6586
1319,C0019284,Diaphragmatic Hernia,7026
1320,C0019284,Diaphragmatic Hernia,7040
1321,C0019284,Diaphragmatic Hernia,7055
1322,C0019284,Diaphragmatic Hernia,7067
1323,C0019284,Diaphragmatic Hernia,7068
1324,C0019284,Diaphragmatic Hernia,7080
1325,C0019284,Diaphragmatic Hernia,7124
1326,C0019284,Diaphragmatic Hernia,7345
1327,C0019284,Diaphragmatic Hernia,7412
1328,C0019284,Diaphragmatic Hernia,7490
1329,C0019284,Diaphragmatic Hernia,8817
1330,C0282612,Prostatic Intraepithelial Neoplasias,1027
1331,C0282612,Prostatic Intraepithelial Neoplasias,1786
1332,C0282612,Prostatic Intraepithelial Neoplasias,2099
1333,C0282612,Prostatic Intraepithelial Neoplasias,2100
1334,C0282612,Prostatic Intraepithelial Neoplasias,2950
1335,C0282612,Prostatic Intraepithelial Neoplasias,367
1336,C0282612,Prostatic Intraepithelial Neoplasias,4502
1337,C0282612,Prostatic Intraepithelial Neoplasias,5292
1338,C0282612,Prostatic Intraepithelial Neoplasias,5728
1339,C0282612,Prostatic Intraepithelial Neoplasias,7155
1340,C0282612,Prostatic Intraepithelial Neoplasias,999
1341,C0751617,Semilobar Holoprosencephaly,2253
1342,C0751617,Semilobar Holoprosencephaly,2619
1343,C0751617,Semilobar Holoprosencephaly,2736
1344,C0751617,Semilobar Holoprosencephaly,28514
1345,C0751617,Semilobar Holoprosencephaly,4838
1346,C0751617,Semilobar Holoprosencephaly,50937
1347,C0751617,Semilobar Holoprosencephaly,5727
1348,C0751617,Semilobar Holoprosencephaly,6469
1349,C0751617,Semilobar Holoprosencephaly,6496
1350,C0751617,Semilobar Holoprosencephaly,6997
1351,C0751617,Semilobar Holoprosencephaly,7050
1352,C0751617,Semilobar Holoprosencephaly,7546
1353,C0751617,Semilobar Holoprosencephaly,84976
1354,C0751617,Semilobar Holoprosencephaly,8928
1355,C0035258,Restless Legs Syndrome,100188812
1356,C0035258,Restless Legs Syndrome,100188813
1357,C0035258,Restless Legs Syndrome,100188839
1358,C0035258,Restless Legs Syndrome,100302512
1359,C0035258,Restless Legs Syndrome,100302561
1360,C0035258,Restless Legs Syndrome,114781
1361,C0035258,Restless Legs Syndrome,192142
1362,C0035258,Restless Legs Syndrome,4211
1363,C0035258,Restless Legs Syndrome,450097
1364,C0035258,Restless Legs Syndrome,5443
1365,C0035258,Restless Legs Syndrome,5607
1366,C0035258,Restless Legs Syndrome,5789
1367,C0035258,Restless Legs Syndrome,643714
1368,C0035258,Restless Legs Syndrome,7018
1369,C1142166,Brugada Syndrome (disorder),10008
1370,C1142166,Brugada Syndrome (disorder),10021
1371,C1142166,Brugada Syndrome (disorder),23171
1372,C1142166,Brugada Syndrome (disorder),23493
1373,C1142166,Brugada Syndrome (disorder),3752
1374,C1142166,Brugada Syndrome (disorder),3764
1375,C1142166,Brugada Syndrome (disorder),54795
1376,C1142166,Brugada Syndrome (disorder),55800
1377,C1142166,Brugada Syndrome (disorder),6324
1378,C1142166,Brugada Syndrome (disorder),6331
1379,C1142166,Brugada Syndrome (disorder),6336
1380,C1142166,Brugada Syndrome (disorder),775
1381,C1142166,Brugada Syndrome (disorder),781
1382,C1142166,Brugada Syndrome (disorder),783
1383,C1142166,Brugada Syndrome (disorder),7871
1384,C0013990,Pathological accumulation of air in tissues,10516
1385,C0013990,Pathological accumulation of air in tissues,348
1386,C0013990,Pathological accumulation of air in tissues,4780
1387,C0013990,Pathological accumulation of air in tissues,4843
1388,C0013990,Pathological accumulation of air in tissues,5265
1389,C0013990,Pathological accumulation of air in tissues,5520
1390,C0013990,Pathological accumulation of air in tissues,5522
1391,C0013990,Pathological accumulation of air in tissues,5525
1392,C0013990,Pathological accumulation of air in tissues,636
1393,C0013990,Pathological accumulation of air in tissues,7157
1394,C0013990,Pathological accumulation of air in tissues,9365
1395,C0018671,Head and Neck Neoplasms,1050
1396,C0018671,Head and Neck Neoplasms,1440
1397,C0018671,Head and Neck Neoplasms,1806
1398,C0018671,Head and Neck Neoplasms,1956
1399,C0018671,Head and Neck Neoplasms,2195
1400,C0018671,Head and Neck Neoplasms,23532
1401,C0018671,Head and Neck Neoplasms,2876
1402,C0018671,Head and Neck Neoplasms,2922
1403,C0018671,Head and Neck Neoplasms,374
1404,C0018671,Head and Neck Neoplasms,4118
1405,C0018671,Head and Neck Neoplasms,5594
1406,C0018671,Head and Neck Neoplasms,5595
1407,C0018671,Head and Neck Neoplasms,5888
1408,C0018671,Head and Neck Neoplasms,5915
1409,C0018671,Head and Neck Neoplasms,596
1410,C0018671,Head and Neck Neoplasms,598
1411,C0018671,Head and Neck Neoplasms,6778
1412,C0018671,Head and Neck Neoplasms,7039
1413,C0018671,Head and Neck Neoplasms,7298
1414,C0018671,Head and Neck Neoplasms,7389
1415,C0018671,Head and Neck Neoplasms,7422
1416,C0018671,Head and Neck Neoplasms,7517
1417,C0018671,Head and Neck Neoplasms,9582
1418,C0006118,Brain Neoplasms,1019
1419,C0006118,Brain Neoplasms,1029
1420,C0006118,Brain Neoplasms,113878
1421,C0006118,Brain Neoplasms,1559
1422,C0006118,Brain Neoplasms,1612
1423,C0006118,Brain Neoplasms,23411
1424,C0006118,Brain Neoplasms,238
1425,C0006118,Brain Neoplasms,27436
1426,C0006118,Brain Neoplasms,28514
1427,C0006118,Brain Neoplasms,3558
1428,C0006118,Brain Neoplasms,388585
1429,C0006118,Brain Neoplasms,4255
1430,C0006118,Brain Neoplasms,441478
1431,C0006118,Brain Neoplasms,5111
1432,C0006118,Brain Neoplasms,5444
1433,C0006118,Brain Neoplasms,5727
1434,C0006118,Brain Neoplasms,595
1435,C0006118,Brain Neoplasms,5970
1436,C0006118,Brain Neoplasms,6608
1437,C0006118,Brain Neoplasms,6648
1438,C0006118,Brain Neoplasms,6696
1439,C0006118,Brain Neoplasms,7052
1440,C0006118,Brain Neoplasms,7422
1441,C0018772,"Hearing Loss, Partial",100507266
1442,C0018772,"Hearing Loss, Partial",10788
1443,C0018772,"Hearing Loss, Partial",114801
1444,C0018772,"Hearing Loss, Partial",130951
1445,C0018772,"Hearing Loss, Partial",1369
1446,C0018772,"Hearing Loss, Partial",147372
1447,C0018772,"Hearing Loss, Partial",2151
1448,C0018772,"Hearing Loss, Partial",219749
1449,C0018772,"Hearing Loss, Partial",221711
1450,C0018772,"Hearing Loss, Partial",2241
1451,C0018772,"Hearing Loss, Partial",22871
1452,C0018772,"Hearing Loss, Partial",23555
1453,C0018772,"Hearing Loss, Partial",285362
1454,C0018772,"Hearing Loss, Partial",30820
1455,C0018772,"Hearing Loss, Partial",339559
1456,C0018772,"Hearing Loss, Partial",401548
1457,C0018772,"Hearing Loss, Partial",5592
1458,C0018772,"Hearing Loss, Partial",57493
1459,C0018772,"Hearing Loss, Partial",5784
1460,C0018772,"Hearing Loss, Partial",63892
1461,C0018772,"Hearing Loss, Partial",64374
1462,C0018772,"Hearing Loss, Partial",64478
1463,C0018772,"Hearing Loss, Partial",730091
1464,C0018772,"Hearing Loss, Partial",7388
1465,C0018772,"Hearing Loss, Partial",91
1466,C0018772,"Hearing Loss, Partial",93979
1467,C0018772,"Hearing Loss, Partial",9630
1468,C0008625,Chromosome Aberrations,1021
1469,C0008625,Chromosome Aberrations,2034
1470,C0008625,Chromosome Aberrations,2067
1471,C0008625,Chromosome Aberrations,25913
1472,C0008625,Chromosome Aberrations,2944
1473,C0008625,Chromosome Aberrations,2950
1474,C0008625,Chromosome Aberrations,2952
1475,C0008625,Chromosome Aberrations,4297
1476,C0008625,Chromosome Aberrations,4613
1477,C0008625,Chromosome Aberrations,4968
1478,C0008625,Chromosome Aberrations,6799
1479,C0008625,Chromosome Aberrations,6817
1480,C0008625,Chromosome Aberrations,7508
1481,C0008625,Chromosome Aberrations,7518
1482,C0008625,Chromosome Aberrations,9
1483,C0023434,Chronic Lymphocytic Leukemia,100048912
1484,C0023434,Chronic Lymphocytic Leukemia,100188791
1485,C0023434,Chronic Lymphocytic Leukemia,100270642
1486,C0023434,Chronic Lymphocytic Leukemia,100270643
1487,C0023434,Chronic Lymphocytic Leukemia,100270644
1488,C0023434,Chronic Lymphocytic Leukemia,10665
1489,C0023434,Chronic Lymphocytic Leukemia,11073
1490,C0023434,Chronic Lymphocytic Leukemia,11262
1491,C0023434,Chronic Lymphocytic Leukemia,115761
1492,C0023434,Chronic Lymphocytic Leukemia,23451
1493,C0023434,Chronic Lymphocytic Leukemia,23547
1494,C0023434,Chronic Lymphocytic Leukemia,25797
1495,C0023434,Chronic Lymphocytic Leukemia,25865
1496,C0023434,Chronic Lymphocytic Leukemia,25913
1497,C0023434,Chronic Lymphocytic Leukemia,26034
1498,C0023434,Chronic Lymphocytic Leukemia,28444
1499,C0023434,Chronic Lymphocytic Leukemia,29125
1500,C0023434,Chronic Lymphocytic Leukemia,29949
1501,C0023434,Chronic Lymphocytic Leukemia,3117
1502,C0023434,Chronic Lymphocytic Leukemia,3394
1503,C0023434,Chronic Lymphocytic Leukemia,3431
1504,C0023434,Chronic Lymphocytic Leukemia,3500
1505,C0023434,Chronic Lymphocytic Leukemia,355
1506,C0023434,Chronic Lymphocytic Leukemia,3569
1507,C0023434,Chronic Lymphocytic Leukemia,3662
1508,C0023434,Chronic Lymphocytic Leukemia,3676
1509,C0023434,Chronic Lymphocytic Leukemia,400997
1510,C0023434,Chronic Lymphocytic Leukemia,406935
1511,C0023434,Chronic Lymphocytic Leukemia,406937
1512,C0023434,Chronic Lymphocytic Leukemia,406950
1513,C0023434,Chronic Lymphocytic Leukemia,4524
1514,C0023434,Chronic Lymphocytic Leukemia,472
1515,C0023434,Chronic Lymphocytic Leukemia,4988
1516,C0023434,Chronic Lymphocytic Leukemia,5027
1517,C0023434,Chronic Lymphocytic Leukemia,51176
1518,C0023434,Chronic Lymphocytic Leukemia,5366
1519,C0023434,Chronic Lymphocytic Leukemia,5423
1520,C0023434,Chronic Lymphocytic Leukemia,5527
1521,C0023434,Chronic Lymphocytic Leukemia,55289
1522,C0023434,Chronic Lymphocytic Leukemia,55892
1523,C0023434,Chronic Lymphocytic Leukemia,5743
1524,C0023434,Chronic Lymphocytic Leukemia,57476
1525,C0023434,Chronic Lymphocytic Leukemia,578
1526,C0023434,Chronic Lymphocytic Leukemia,59
1527,C0023434,Chronic Lymphocytic Leukemia,5934
1528,C0023434,Chronic Lymphocytic Leukemia,595
1529,C0023434,Chronic Lymphocytic Leukemia,596
1530,C0023434,Chronic Lymphocytic Leukemia,64506
1531,C0023434,Chronic Lymphocytic Leukemia,64864
1532,C0023434,Chronic Lymphocytic Leukemia,7037
1533,C0023434,Chronic Lymphocytic Leukemia,7157
1534,C0023434,Chronic Lymphocytic Leukemia,7421
1535,C0023434,Chronic Lymphocytic Leukemia,8101
1536,C0023434,Chronic Lymphocytic Leukemia,81037
1537,C0023434,Chronic Lymphocytic Leukemia,817
1538,C0023434,Chronic Lymphocytic Leukemia,8302
1539,C0023434,Chronic Lymphocytic Leukemia,841
1540,C0023434,Chronic Lymphocytic Leukemia,8600
1541,C0023434,Chronic Lymphocytic Leukemia,8792
1542,C0023434,Chronic Lymphocytic Leukemia,90427
1543,C0023434,Chronic Lymphocytic Leukemia,921
1544,C0023434,Chronic Lymphocytic Leukemia,9855
1545,C0034951,Refractive Errors,100528022
1546,C0034951,Refractive Errors,1146
1547,C0034951,Refractive Errors,2893
1548,C0034951,Refractive Errors,317761
1549,C0034951,Refractive Errors,388336
1550,C0034951,Refractive Errors,3908
1551,C0034951,Refractive Errors,4642
1552,C0034951,Refractive Errors,5095
1553,C0034951,Refractive Errors,54715
1554,C0034951,Refractive Errors,55748
1555,C0034951,Refractive Errors,56479
1556,C0034951,Refractive Errors,57369
1557,C0034951,Refractive Errors,5801
1558,C0034951,Refractive Errors,5923
1559,C0034951,Refractive Errors,6096
1560,C0034951,Refractive Errors,70
1561,C0034951,Refractive Errors,776
1562,C0034951,Refractive Errors,79698
1563,C0034951,Refractive Errors,9414
1564,C0019196,Hepatitis C,1234
1565,C0019196,Hepatitis C,1548
1566,C0019196,Hepatitis C,1576
1567,C0019196,Hepatitis C,23586
1568,C0019196,Hepatitis C,282617
1569,C0019196,Hepatitis C,3077
1570,C0019196,Hepatitis C,3440
1571,C0019196,Hepatitis C,3458
1572,C0019196,Hepatitis C,4015
1573,C0019196,Hepatitis C,4017
1574,C0019196,Hepatitis C,4023
1575,C0019196,Hepatitis C,4988
1576,C0019196,Hepatitis C,5788
1577,C0019196,Hepatitis C,949
1578,C0019196,Hepatitis C,975
1579,C0025500,Mesothelioma,10232
1580,C0025500,Mesothelioma,1027
1581,C0025500,Mesothelioma,1029
1582,C0025500,Mesothelioma,11186
1583,C0025500,Mesothelioma,1734
1584,C0025500,Mesothelioma,1956
1585,C0025500,Mesothelioma,1958
1586,C0025500,Mesothelioma,2099
1587,C0025500,Mesothelioma,2246
1588,C0025500,Mesothelioma,2247
1589,C0025500,Mesothelioma,2272
1590,C0025500,Mesothelioma,22827
1591,C0025500,Mesothelioma,23741
1592,C0025500,Mesothelioma,2475
1593,C0025500,Mesothelioma,2662
1594,C0025500,Mesothelioma,2719
1595,C0025500,Mesothelioma,2934
1596,C0025500,Mesothelioma,2944
1597,C0025500,Mesothelioma,324
1598,C0025500,Mesothelioma,3458
1599,C0025500,Mesothelioma,4582
1600,C0025500,Mesothelioma,4771
1601,C0025500,Mesothelioma,4831
1602,C0025500,Mesothelioma,5154
1603,C0025500,Mesothelioma,5241
1604,C0025500,Mesothelioma,54716
1605,C0025500,Mesothelioma,55600
1606,C0025500,Mesothelioma,56034
1607,C0025500,Mesothelioma,6648
1608,C0025500,Mesothelioma,6696
1609,C0025500,Mesothelioma,6850
1610,C0025500,Mesothelioma,7296
1611,C0025500,Mesothelioma,7490
1612,C0025500,Mesothelioma,7515
1613,C0025500,Mesothelioma,7517
1614,C0025500,Mesothelioma,8314
1615,C0025500,Mesothelioma,847
1616,C0025500,Mesothelioma,84700
1617,C0025500,Mesothelioma,8915
1618,C0025500,Mesothelioma,94274
1619,C0025500,Mesothelioma,999
1620,C0242379,Malignant neoplasm of lung,11200
1621,C0242379,Malignant neoplasm of lung,1136
1622,C0242379,Malignant neoplasm of lung,123688
1623,C0242379,Malignant neoplasm of lung,143187
1624,C0242379,Malignant neoplasm of lung,147700
1625,C0242379,Malignant neoplasm of lung,2068
1626,C0242379,Malignant neoplasm of lung,55937
1627,C0242379,Malignant neoplasm of lung,5893
1628,C0242379,Malignant neoplasm of lung,59
1629,C0242379,Malignant neoplasm of lung,675
1630,C0242379,Malignant neoplasm of lung,7015
1631,C0242379,Malignant neoplasm of lung,7917
1632,C0242379,Malignant neoplasm of lung,81037
1633,C0242379,Malignant neoplasm of lung,8626
1634,C0242379,Malignant neoplasm of lung,8897
1635,C0242379,Malignant neoplasm of lung,9333
1636,C3875321,Inflammatory dermatosis,100125288
1637,C3875321,Inflammatory dermatosis,100996324
1638,C3875321,Inflammatory dermatosis,10111
1639,C3875321,Inflammatory dermatosis,101927027
1640,C3875321,Inflammatory dermatosis,101929507
1641,C3875321,Inflammatory dermatosis,102724748
1642,C3875321,Inflammatory dermatosis,11201
1643,C3875321,Inflammatory dermatosis,1431
1644,C3875321,Inflammatory dermatosis,149233
1645,C3875321,Inflammatory dermatosis,23040
1646,C3875321,Inflammatory dermatosis,23586
1647,C3875321,Inflammatory dermatosis,285626
1648,C3875321,Inflammatory dermatosis,353135
1649,C3875321,Inflammatory dermatosis,4255
1650,C3875321,Inflammatory dermatosis,48
1651,C3875321,Inflammatory dermatosis,4843
1652,C3875321,Inflammatory dermatosis,5141
1653,C3875321,Inflammatory dermatosis,51752
1654,C3875321,Inflammatory dermatosis,54922
1655,C3875321,Inflammatory dermatosis,55770
1656,C3875321,Inflammatory dermatosis,55905
1657,C3875321,Inflammatory dermatosis,5799
1658,C3875321,Inflammatory dermatosis,5966
1659,C3875321,Inflammatory dermatosis,5980
1660,C3875321,Inflammatory dermatosis,6231
1661,C3875321,Inflammatory dermatosis,64377
1662,C3875321,Inflammatory dermatosis,64478
1663,C3875321,Inflammatory dermatosis,6586
1664,C3875321,Inflammatory dermatosis,6773
1665,C3875321,Inflammatory dermatosis,686
1666,C3875321,Inflammatory dermatosis,6924
1667,C3875321,Inflammatory dermatosis,7087
1668,C3875321,Inflammatory dermatosis,7128
1669,C3875321,Inflammatory dermatosis,81890
1670,C3875321,Inflammatory dermatosis,84162
1671,C3875321,Inflammatory dermatosis,8575
1672,C3875321,Inflammatory dermatosis,90134
1673,C3875321,Inflammatory dermatosis,91749
1674,C3875321,Inflammatory dermatosis,9844
1675,C3875321,Inflammatory dermatosis,9927
1676,C0162809,Kallmann Syndrome,10371
1677,C0162809,Kallmann Syndrome,128674
1678,C0162809,Kallmann Syndrome,1848
1679,C0162809,Kallmann Syndrome,2253
1680,C0162809,Kallmann Syndrome,2260
1681,C0162809,Kallmann Syndrome,23767
1682,C0162809,Kallmann Syndrome,26012
1683,C0162809,Kallmann Syndrome,3730
1684,C0162809,Kallmann Syndrome,389549
1685,C0162809,Kallmann Syndrome,54756
1686,C0162809,Kallmann Syndrome,55636
1687,C0162809,Kallmann Syndrome,55717
1688,C0162809,Kallmann Syndrome,60675
1689,C0162809,Kallmann Syndrome,6663
1690,C0162809,Kallmann Syndrome,6870
1691,C0162809,Kallmann Syndrome,81848
1692,C0162809,Kallmann Syndrome,84634
1693,C0162809,Kallmann Syndrome,8820
1694,C0162809,Kallmann Syndrome,8822
1695,C0162809,Kallmann Syndrome,9394
1696,C0023794,Lipoidosis,11067
1697,C0023794,Lipoidosis,1174
1698,C0023794,Lipoidosis,12
1699,C0023794,Lipoidosis,2168
1700,C0023794,Lipoidosis,26471
1701,C0023794,Lipoidosis,3249
1702,C0023794,Lipoidosis,4047
1703,C0023794,Lipoidosis,427
1704,C0023794,Lipoidosis,440
1705,C0023794,Lipoidosis,5468
1706,C0023794,Lipoidosis,55062
1707,C0023794,Lipoidosis,6319
1708,C0023794,Lipoidosis,64838
1709,C0023794,Lipoidosis,6515
1710,C0023794,Lipoidosis,6876
1711,C0023794,Lipoidosis,79153
1712,C0023794,Lipoidosis,83729
1713,C0023794,Lipoidosis,8431
1714,C0023794,Lipoidosis,9415
1715,C0011849,Diabetes Mellitus,101927366
1716,C0011849,Diabetes Mellitus,1356
1717,C0011849,Diabetes Mellitus,1374
1718,C0011849,Diabetes Mellitus,153
1719,C0011849,Diabetes Mellitus,1536
1720,C0011849,Diabetes Mellitus,2335
1721,C0011849,Diabetes Mellitus,23411
1722,C0011849,Diabetes Mellitus,23671
1723,C0011849,Diabetes Mellitus,346171
1724,C0011849,Diabetes Mellitus,3630
1725,C0011849,Diabetes Mellitus,3667
1726,C0011849,Diabetes Mellitus,3799
1727,C0011849,Diabetes Mellitus,3953
1728,C0011849,Diabetes Mellitus,4217
1729,C0011849,Diabetes Mellitus,4508
1730,C0011849,Diabetes Mellitus,5443
1731,C0011849,Diabetes Mellitus,5444
1732,C0011849,Diabetes Mellitus,5468
1733,C0011849,Diabetes Mellitus,547
1734,C0011849,Diabetes Mellitus,5743
1735,C0011849,Diabetes Mellitus,5879
1736,C0011849,Diabetes Mellitus,653361
1737,C0011849,Diabetes Mellitus,6647
1738,C0011849,Diabetes Mellitus,7058
1739,C0011849,Diabetes Mellitus,847
1740,C0011849,Diabetes Mellitus,8639
1741,C0011849,Diabetes Mellitus,8856
1742,C0011849,Diabetes Mellitus,9370
1743,C0011849,Diabetes Mellitus,9970
1744,C0016059,Fibrosis,10159
1745,C0016059,Fibrosis,111
1746,C0016059,Fibrosis,1134
1747,C0016059,Fibrosis,1277
1748,C0016059,Fibrosis,1278
1749,C0016059,Fibrosis,1281
1750,C0016059,Fibrosis,1440
1751,C0016059,Fibrosis,150
1752,C0016059,Fibrosis,152
1753,C0016059,Fibrosis,154
1754,C0016059,Fibrosis,1588
1755,C0016059,Fibrosis,1634
1756,C0016059,Fibrosis,183
1757,C0016059,Fibrosis,207
1758,C0016059,Fibrosis,213
1759,C0016059,Fibrosis,2235
1760,C0016059,Fibrosis,23411
1761,C0016059,Fibrosis,284
1762,C0016059,Fibrosis,3162
1763,C0016059,Fibrosis,3553
1764,C0016059,Fibrosis,3557
1765,C0016059,Fibrosis,3565
1766,C0016059,Fibrosis,3816
1767,C0016059,Fibrosis,3953
1768,C0016059,Fibrosis,406991
1769,C0016059,Fibrosis,472
1770,C0016059,Fibrosis,4881
1771,C0016059,Fibrosis,5155
1772,C0016059,Fibrosis,5294
1773,C0016059,Fibrosis,54974
1774,C0016059,Fibrosis,5609
1775,C0016059,Fibrosis,5743
1776,C0016059,Fibrosis,5972
1777,C0016059,Fibrosis,6648
1778,C0016059,Fibrosis,6774
1779,C0016059,Fibrosis,7040
1780,C0016059,Fibrosis,7057
1781,C0016059,Fibrosis,7124
1782,C0016059,Fibrosis,80310
1783,C0016059,Fibrosis,8877
1784,C0016059,Fibrosis,894
1785,C0020443,Hypercholesterolemia,1066
1786,C0020443,Hypercholesterolemia,1281
1787,C0020443,Hypercholesterolemia,1489
1788,C0020443,Hypercholesterolemia,1581
1789,C0020443,Hypercholesterolemia,19
1790,C0020443,Hypercholesterolemia,1906
1791,C0020443,Hypercholesterolemia,255738
1792,C0020443,Hypercholesterolemia,27035
1793,C0020443,Hypercholesterolemia,3156
1794,C0020443,Hypercholesterolemia,338
1795,C0020443,Hypercholesterolemia,3383
1796,C0020443,Hypercholesterolemia,348
1797,C0020443,Hypercholesterolemia,3949
1798,C0020443,Hypercholesterolemia,3952
1799,C0020443,Hypercholesterolemia,4018
1800,C0020443,Hypercholesterolemia,4023
1801,C0020443,Hypercholesterolemia,4638
1802,C0020443,Hypercholesterolemia,5444
1803,C0020443,Hypercholesterolemia,6401
1804,C0020443,Hypercholesterolemia,653361
1805,C0020443,Hypercholesterolemia,7412
1806,C0020443,Hypercholesterolemia,8013
1807,C0025958,Microcephaly,10059
1808,C0025958,Microcephaly,10084
1809,C0025958,Microcephaly,10293
1810,C0025958,Microcephaly,10617
1811,C0025958,Microcephaly,10733
1812,C0025958,Microcephaly,11284
1813,C0025958,Microcephaly,1778
1814,C0025958,Microcephaly,2074
1815,C0025958,Microcephaly,2290
1816,C0025958,Microcephaly,26128
1817,C0025958,Microcephaly,283989
1818,C0025958,Microcephaly,284403
1819,C0025958,Microcephaly,3796
1820,C0025958,Microcephaly,3800
1821,C0025958,Microcephaly,407975
1822,C0025958,Microcephaly,4998
1823,C0025958,Microcephaly,6513
1824,C0025958,Microcephaly,6925
1825,C0025958,Microcephaly,701
1826,C0025958,Microcephaly,7283
1827,C0025958,Microcephaly,79042
1828,C0025958,Microcephaly,80254
1829,C0025958,Microcephaly,80746
1830,C0025958,Microcephaly,84879
1831,C0025958,Microcephaly,8573
1832,C0040411,Tongue Neoplasms,1410
1833,C0040411,Tongue Neoplasms,3265
1834,C0040411,Tongue Neoplasms,3315
1835,C0040411,Tongue Neoplasms,360
1836,C0040411,Tongue Neoplasms,3861
1837,C0040411,Tongue Neoplasms,407007
1838,C0040411,Tongue Neoplasms,5743
1839,C0040411,Tongue Neoplasms,6648
1840,C0040411,Tongue Neoplasms,7012
1841,C0040411,Tongue Neoplasms,7298
1842,C0027720,Nephrosis,10763
1843,C0027720,Nephrosis,10855
1844,C0027720,Nephrosis,1649
1845,C0027720,Nephrosis,1674
1846,C0027720,Nephrosis,183
1847,C0027720,Nephrosis,1906
1848,C0027720,Nephrosis,1910
1849,C0027720,Nephrosis,213
1850,C0027720,Nephrosis,2147
1851,C0027720,Nephrosis,3383
1852,C0027720,Nephrosis,3689
1853,C0027720,Nephrosis,5972
1854,C0027720,Nephrosis,6647
1855,C0027720,Nephrosis,7431
1856,C0027720,Nephrosis,7827
1857,C0007273,Carotid Artery Diseases,183
1858,C0007273,Carotid Artery Diseases,22808
1859,C0007273,Carotid Artery Diseases,2950
1860,C0007273,Carotid Artery Diseases,3162
1861,C0007273,Carotid Artery Diseases,348
1862,C0007273,Carotid Artery Diseases,356
1863,C0007273,Carotid Artery Diseases,5328
1864,C0007273,Carotid Artery Diseases,5420
1865,C0007273,Carotid Artery Diseases,6347
1866,C0007273,Carotid Artery Diseases,7157
1867,C0007273,Carotid Artery Diseases,9332
1868,C0018273,Growth Disorders,10084
1869,C0018273,Growth Disorders,10743
1870,C0018273,Growth Disorders,152330
1871,C0018273,Growth Disorders,1544
1872,C0018273,Growth Disorders,1788
1873,C0018273,Growth Disorders,1902
1874,C0018273,Growth Disorders,196
1875,C0018273,Growth Disorders,2074
1876,C0018273,Growth Disorders,2245
1877,C0018273,Growth Disorders,26277
1878,C0018273,Growth Disorders,2688
1879,C0018273,Growth Disorders,27125
1880,C0018273,Growth Disorders,282808
1881,C0018273,Growth Disorders,285590
1882,C0018273,Growth Disorders,3162
1883,C0018273,Growth Disorders,3480
1884,C0018273,Growth Disorders,3481
1885,C0018273,Growth Disorders,3483
1886,C0018273,Growth Disorders,4054
1887,C0018273,Growth Disorders,407975
1888,C0018273,Growth Disorders,43
1889,C0018273,Growth Disorders,4880
1890,C0018273,Growth Disorders,5290
1891,C0018273,Growth Disorders,538
1892,C0018273,Growth Disorders,546
1893,C0018273,Growth Disorders,554
1894,C0018273,Growth Disorders,5744
1895,C0018273,Growth Disorders,6913
1896,C0018273,Growth Disorders,701
1897,C0018273,Growth Disorders,79048
1898,C0018273,Growth Disorders,84282
1899,C0018273,Growth Disorders,867
1900,C0018273,Growth Disorders,9719
1901,C0014553,Absence Epilepsy,114327
1902,C0014553,Absence Epilepsy,1181
1903,C0014553,Absence Epilepsy,2562
1904,C0014553,Absence Epilepsy,2566
1905,C0014553,Absence Epilepsy,50966
1906,C0014553,Absence Epilepsy,51305
1907,C0014553,Absence Epilepsy,773
1908,C0014553,Absence Epilepsy,8629
1909,C0014553,Absence Epilepsy,8912
1910,C0014553,Absence Epilepsy,9254
1911,C0014556,"Epilepsy, Temporal Lobe",1268
1912,C0014556,"Epilepsy, Temporal Lobe",2911
1913,C0014556,"Epilepsy, Temporal Lobe",2912
1914,C0014556,"Epilepsy, Temporal Lobe",2913
1915,C0014556,"Epilepsy, Temporal Lobe",2914
1916,C0014556,"Epilepsy, Temporal Lobe",2915
1917,C0014556,"Epilepsy, Temporal Lobe",3749
1918,C0014556,"Epilepsy, Temporal Lobe",3791
1919,C0014556,"Epilepsy, Temporal Lobe",4514
1920,C0014556,"Epilepsy, Temporal Lobe",4852
1921,C0014556,"Epilepsy, Temporal Lobe",4887
1922,C0014556,"Epilepsy, Temporal Lobe",5025
1923,C0014556,"Epilepsy, Temporal Lobe",5027
1924,C0014556,"Epilepsy, Temporal Lobe",57468
1925,C0014556,"Epilepsy, Temporal Lobe",623
1926,C0014556,"Epilepsy, Temporal Lobe",624
1927,C0014556,"Epilepsy, Temporal Lobe",6505
1928,C0014556,"Epilepsy, Temporal Lobe",6558
1929,C0014556,"Epilepsy, Temporal Lobe",7010
1930,C0014556,"Epilepsy, Temporal Lobe",7421
1931,C0014556,"Epilepsy, Temporal Lobe",7422
